mention_week,media_continent,media_country,conflict_country_name,conflict_continent,material_conflict_mentions,material_conflict_unique_events
2026-01-12,Africa,Nigeria,Iran,Asia,5,5
2026-01-12,Africa,Egypt,Syria,Asia,35,31
2026-01-12,Africa,Ghana,United States,North America,29,15
2026-01-12,Africa,Kenya,Iran,Asia,13,13
2026-01-12,Africa,Egypt,United States,North America,84,81
2026-01-12,Africa,Egypt,United States,North America,6,6
2026-01-12,Africa,Ghana,Ghana,Africa,0,0
2026-01-12,Africa,Nigeria,United States,North America,15,10
2026-01-12,Africa,Libya,Syria,Asia,7,7
2026-01-12,Africa,Kenya,Israel,Asia,3,3
2026-01-12,Africa,Nigeria,Nigeria,Africa,15,15
2026-01-12,Africa,Nigeria,Nigeria,Africa,6,4
2026-01-12,Africa,South Africa,Israel,Asia,5,3
2026-01-12,Africa,Egypt,Syria,Asia,7,5
2026-01-12,Africa,Ghana,Nigeria,Africa,15,15
2026-01-12,Africa,Ghana,Nigeria,Africa,10,10
2026-01-12,Africa,Egypt,Syria,Asia,33,29
2026-01-12,Africa,South Africa,South Africa,Africa,96,84
2026-01-12,Africa,Egypt,Iran,Asia,3,3
2026-01-12,Africa,Ghana,United States,North America,6,6
2026-01-12,Africa,Zimbabwe,South Africa,Africa,6,5
2026-01-12,Africa,Egypt,United States,North America,4,4
2026-01-12,Africa,Nigeria,Nigeria,Africa,3,2
2026-01-12,Africa,Kenya,Kenya,Africa,97,87
2026-01-12,Africa,Egypt,Israel,Asia,62,50
2026-01-12,Africa,South Africa,United States,North America,0,0
2026-01-12,Africa,South Africa,Iran,Asia,0,0
2026-01-12,Africa,Egypt,Iran,Asia,16,13
2026-01-12,Africa,Nigeria,Nigeria,Africa,1,1
2026-01-12,Africa,Ghana,Iran,Asia,17,17
2026-01-12,Africa,Kenya,Israel,Asia,3,3
2026-01-12,Africa,Zimbabwe,Uganda,Africa,4,4
2026-01-12,Africa,Egypt,Iran,Asia,12,10
2026-01-12,Africa,Ghana,Ghana,Africa,20,16
2026-01-12,Africa,South Africa,United States,North America,3,3
2026-01-12,Africa,South Africa,Uganda,Africa,5,5
2026-01-12,Africa,Nigeria,Israel,Asia,5,5
2026-01-12,Africa,Kenya,Kenya,Africa,13,11
2026-01-12,Africa,Kenya,Uganda,Africa,36,31
2026-01-12,Africa,Nigeria,Nigeria,Africa,636,541
2026-01-12,Africa,Nigeria,Nigeria,Africa,24,21
2026-01-12,Africa,Egypt,United States,North America,1,1
2026-01-12,Africa,Nigeria,Ghana,Africa,11,6
2026-01-12,Africa,Nigeria,Iran,Asia,15,12
2026-01-12,Africa,Egypt,Israel,Asia,20,17
2026-01-12,Africa,Ghana,Ghana,Africa,8,7
2026-01-12,Africa,Egypt,Israel,Asia,6,6
2026-01-12,Africa,Egypt,Israel,Asia,24,24
2026-01-12,Africa,Ghana,Uganda,Africa,22,15
2026-01-12,Africa,South Africa,United States,North America,8,8
2026-01-12,Africa,Ghana,Nigeria,Africa,2,2
2026-01-12,Africa,Kenya,Iran,Asia,2,1
2026-01-12,Africa,Egypt,Syria,Asia,54,41
2026-01-12,Africa,Egypt,Iran,Asia,9,9
2026-01-12,Africa,Zimbabwe,United States,North America,1,1
2026-01-12,Africa,Malawi,Uganda,Africa,1,1
2026-01-12,Africa,Nigeria,Uganda,Africa,46,39
2026-01-12,Africa,Ghana,Ghana,Africa,34,21
2026-01-12,Africa,Kenya,Iran,Asia,3,3
2026-01-12,Africa,Nigeria,Nigeria,Africa,4,4
2026-01-12,Africa,Egypt,Iran,Asia,1,1
2026-01-12,Africa,Namibia,Iran,Asia,4,4
2026-01-12,Africa,Egypt,United States,North America,5,5
2026-01-12,Africa,Ghana,United States,North America,10,8
2026-01-12,Africa,Nigeria,Ghana,Africa,9,4
2026-01-12,Africa,South Africa,South Africa,Africa,7,6
2026-01-12,Africa,Ghana,United States,North America,59,29
2026-01-12,Africa,Nigeria,Iran,Asia,1,1
2026-01-12,Africa,Nigeria,Nigeria,Africa,5,1
2026-01-12,Africa,Egypt,Israel,Asia,4,4
2026-01-12,Africa,South Africa,United States,North America,1,1
2026-01-12,Africa,South Africa,United States,North America,0,0
2026-01-12,Africa,Ghana,Ghana,Africa,0,0
2026-01-12,Africa,Nigeria,Kenya,Africa,8,8
2026-01-12,Africa,South Africa,Iran,Asia,1,1
2026-01-12,Africa,Kenya,Iran,Asia,9,9
2026-01-12,Africa,Kenya,Kenya,Africa,76,71
2026-01-12,Africa,Libya,Iran,Asia,1,1
2026-01-12,Africa,Egypt,United States,North America,12,12
2026-01-12,Africa,Nigeria,South Africa,Africa,7,7
2026-01-12,Africa,Ghana,Syria,Asia,0,0
2026-01-12,Africa,Kenya,United States,North America,22,21
2026-01-12,Africa,Ghana,Iran,Asia,9,9
2026-01-12,Africa,Egypt,Israel,Asia,7,7
2026-01-12,Africa,Somalia,Iran,Asia,3,3
2026-01-12,Africa,Namibia,Uganda,Africa,1,1
2026-01-12,Africa,Ghana,Nigeria,Africa,15,15
2026-01-12,Africa,South Africa,United States,North America,9,8
2026-01-12,Africa,South Africa,United States,North America,0,0
2026-01-12,Africa,South Africa,South Africa,Africa,20,18
2026-01-12,Africa,Egypt,Egypt,Africa,71,59
2026-01-12,Africa,South Africa,Nigeria,Africa,8,6
2026-01-12,Africa,Nigeria,Egypt,Africa,3,3
2026-01-12,Africa,South Africa,South Africa,Africa,45,41
2026-01-12,Africa,Nigeria,United States,North America,3,2
2026-01-12,Africa,Egypt,Israel,Asia,15,14
2026-01-12,Africa,Morocco,United States,North America,4,4
2026-01-12,Africa,Nigeria,Kenya,Africa,2,2
2026-01-12,Africa,Nigeria,Nigeria,Africa,11,10
2026-01-12,Africa,South Africa,South Africa,Africa,179,153
2026-01-12,Africa,South Africa,Kenya,Africa,6,6
2026-01-12,Africa,South Africa,South Africa,Africa,74,68
2026-01-12,Africa,South Africa,Nigeria,Africa,13,11
2026-01-12,Africa,Egypt,Israel,Asia,7,7
2026-01-12,Africa,Tunisia,Iran,Asia,3,3
2026-01-12,Africa,Ghana,United States,North America,5,1
2026-01-12,Africa,Kenya,Israel,Asia,3,2
2026-01-12,Africa,Egypt,Israel,Asia,9,8
2026-01-12,Africa,Nigeria,Egypt,Africa,5,5
2026-01-12,Africa,Nigeria,South Africa,Africa,3,3
2026-01-12,Africa,Libya,Syria,Asia,9,8
2026-01-12,Africa,South Africa,Iran,Asia,15,13
2026-01-12,Africa,Nigeria,South Africa,Africa,2,2
2026-01-12,Africa,Nigeria,Nigeria,Africa,8,7
2026-01-12,Africa,Ghana,Iran,Asia,4,4
2026-01-12,Africa,South Africa,South Africa,Africa,5,5
2026-01-12,Africa,Egypt,Israel,Asia,53,44
2026-01-12,Africa,Nigeria,Nigeria,Africa,10,8
2026-01-12,Africa,Libya,Syria,Asia,11,9
2026-01-12,Africa,Malawi,United States,North America,6,6
2026-01-12,Africa,Somalia,Iran,Asia,3,3
2026-01-12,Africa,Nigeria,South Africa,Africa,4,4
2026-01-12,Africa,Nigeria,Uganda,Africa,42,37
2026-01-12,Africa,Kenya,Iran,Asia,7,7
2026-01-12,Africa,Nigeria,Uganda,Africa,6,6
2026-01-12,Africa,Kenya,Uganda,Africa,2,2
2026-01-12,Africa,South Africa,Nigeria,Africa,8,7
2026-01-12,Africa,Nigeria,Egypt,Africa,4,4
2026-01-12,Africa,South Africa,Uganda,Africa,17,13
2026-01-12,Africa,Libya,Iran,Asia,11,10
2026-01-12,Africa,Nigeria,Iran,Asia,1,1
2026-01-12,Africa,Ghana,United States,North America,22,19
2026-01-12,Africa,South Africa,Uganda,Africa,25,24
2026-01-12,Africa,Libya,Iran,Asia,4,3
2026-01-12,Africa,Nigeria,Uganda,Africa,23,21
2026-01-12,Africa,Nigeria,United States,North America,14,12
2026-01-12,Africa,Egypt,United States,North America,11,10
2026-01-12,Africa,Nigeria,Kenya,Africa,10,9
2026-01-12,Africa,Ghana,South Africa,Africa,7,4
2026-01-12,Africa,Ghana,Ghana,Africa,35,26
2026-01-12,Africa,Nigeria,Nigeria,Africa,9,7
2026-01-12,Africa,Nigeria,Nigeria,Africa,9,8
2026-01-12,Africa,Nigeria,United States,North America,34,31
2026-01-12,Africa,Nigeria,Nigeria,Africa,10,10
2026-01-12,Africa,Nigeria,Iran,Asia,23,21
2026-01-12,Africa,South Africa,Iran,Asia,1,1
2026-01-12,Africa,Egypt,United States,North America,1,1
2026-01-12,Africa,Egypt,United States,North America,30,30
2026-01-12,Africa,Nigeria,Nigeria,Africa,8,5
2026-01-12,Africa,Kenya,Iran,Asia,2,1
2026-01-12,Africa,Nigeria,Iran,Asia,0,0
2026-01-12,Africa,Somalia,United States,North America,6,6
2026-01-12,Africa,Nigeria,Nigeria,Africa,892,736
2026-01-12,Africa,Uganda,Uganda,Africa,1,1
2026-01-12,Africa,Uganda,Uganda,Africa,7,7
2026-01-12,Africa,Tunisia,Iran,Asia,3,3
2026-01-12,Africa,Nigeria,South Africa,Africa,16,15
2026-01-12,Africa,Egypt,Iran,Asia,75,54
2026-01-12,Africa,Somalia,Israel,Asia,1,1
2026-01-12,Africa,Ghana,United States,North America,0,0
2026-01-12,Africa,Egypt,Iran,Asia,6,6
2026-01-12,Africa,Nigeria,United States,North America,2,2
2026-01-12,Africa,Nigeria,Israel,Asia,4,4
2026-01-12,Africa,Ghana,Ghana,Africa,94,67
2026-01-12,Africa,Somalia,United States,North America,10,10
2026-01-12,Africa,Libya,Iran,Asia,5,5
2026-01-12,Africa,Morocco,Israel,Asia,5,5
2026-01-12,Africa,Egypt,Israel,Asia,10,10
2026-01-12,Africa,Morocco,Iran,Asia,2,2
2026-01-12,Africa,South Africa,Iran,Asia,36,26
2026-01-12,Africa,Benin,United States,North America,3,3
2026-01-12,Africa,Tunisia,Iran,Asia,5,5
2026-01-12,Africa,Nigeria,Nigeria,Africa,3,3
2026-01-12,Africa,Ghana,United States,North America,4,2
2026-01-12,Africa,South Africa,United States,North America,28,25
2026-01-12,Africa,Ghana,South Africa,Africa,6,3
2026-01-12,Africa,Nigeria,Egypt,Africa,9,9
2026-01-12,Africa,South Africa,Iran,Asia,18,10
2026-01-12,Africa,Nigeria,Iran,Asia,22,18
2026-01-12,Africa,Nigeria,Nigeria,Africa,2,2
2026-01-12,Africa,Nigeria,United States,North America,0,0
2026-01-12,Africa,Egypt,Israel,Asia,18,16
2026-01-12,Africa,South Africa,South Africa,Africa,33,30
2026-01-12,Africa,Ghana,United States,North America,25,17
2026-01-12,Africa,Egypt,United States,North America,1,1
2026-01-12,Africa,Ghana,United States,North America,6,4
2026-01-12,Africa,Egypt,Egypt,Africa,8,8
2026-01-12,Africa,Libya,Iran,Asia,0,0
2026-01-12,Africa,Kenya,United States,North America,6,5
2026-01-12,Africa,Ghana,Uganda,Africa,14,12
2026-01-12,Africa,Nigeria,Nigeria,Africa,7,6
2026-01-12,Africa,Ghana,Ghana,Africa,130,100
2026-01-12,Africa,Egypt,United States,North America,3,3
2026-01-12,Africa,South Africa,Iran,Asia,0,0
2026-01-12,Africa,Zimbabwe,South Africa,Africa,6,4
2026-01-12,Africa,Egypt,Egypt,Africa,52,36
2026-01-12,Africa,South Africa,Iran,Asia,0,0
2026-01-12,Africa,Nigeria,Nigeria,Africa,9,6
2026-01-12,Africa,Egypt,Iran,Asia,96,66
2026-01-12,Africa,Nigeria,Israel,Asia,2,2
2026-01-12,Africa,Kenya,Uganda,Africa,17,16
2026-01-12,Africa,Nigeria,Nigeria,Africa,6,6
2026-01-12,Africa,Zimbabwe,South Africa,Africa,6,4
2026-01-12,Africa,Kenya,United States,North America,4,4
2026-01-12,Africa,South Africa,Iran,Asia,0,0
2026-01-12,Africa,Malawi,Uganda,Africa,3,3
2026-01-12,Africa,South Africa,South Africa,Africa,121,109
2026-01-12,Africa,Somalia,Iran,Asia,5,5
2026-01-12,Africa,Nigeria,South Africa,Africa,13,12
2026-01-12,Africa,Nigeria,United States,North America,15,13
2026-01-12,Africa,Zimbabwe,Uganda,Africa,4,4
2026-01-12,Africa,Kenya,United States,North America,12,11
2026-01-12,Africa,Ghana,Iran,Asia,3,3
2026-01-12,Africa,Egypt,Iran,Asia,3,3
2026-01-12,Africa,Kenya,Uganda,Africa,13,13
2026-01-12,Africa,Malawi,United States,North America,10,9
2026-01-12,Africa,Ghana,United States,North America,21,9
2026-01-12,Africa,Egypt,Syria,Asia,27,24
2026-01-12,Africa,Egypt,Israel,Asia,25,24
2026-01-12,Africa,Ghana,South Africa,Africa,3,2
2026-01-12,Africa,Nigeria,South Africa,Africa,9,8
2026-01-12,Africa,Ghana,United States,North America,2,2
2026-01-12,Africa,Ghana,Ghana,Africa,138,111
2026-01-12,Africa,Egypt,Iran,Asia,53,48
2026-01-12,Africa,South Africa,Iran,Asia,14,8
2026-01-12,Africa,Somalia,Israel,Asia,1,1
2026-01-12,Africa,Somalia,United States,North America,9,8
2026-01-12,Africa,Egypt,United States,North America,3,3
2026-01-12,Africa,Egypt,Iran,Asia,2,2
2026-01-12,Africa,Namibia,Uganda,Africa,1,1
2026-01-12,Africa,South Africa,United States,North America,2,2
2026-01-12,Africa,Nigeria,Nigeria,Africa,7,4
2026-01-12,Africa,South Africa,South Africa,Africa,1,1
2026-01-12,Africa,Nigeria,Kenya,Africa,20,19
2026-01-12,Africa,South Africa,South Africa,Africa,25,23
2026-01-12,Africa,Zimbabwe,South Africa,Africa,3,3
2026-01-12,Africa,Nigeria,Nigeria,Africa,1011,882
2026-01-12,Africa,Ghana,Uganda,Africa,8,7
2026-01-12,Africa,Ghana,Ghana,Africa,9,5
2026-01-12,Africa,Ghana,Uganda,Africa,0,0
2026-01-12,Africa,Egypt,United States,North America,91,82
2026-01-12,Africa,Nigeria,Nigeria,Africa,11,10
2026-01-12,Africa,Kenya,Nigeria,Africa,3,3
2026-01-12,Africa,Egypt,Israel,Asia,4,4
2026-01-12,Africa,Nigeria,United States,North America,0,0
2026-01-12,Africa,Nigeria,Nigeria,Africa,128,120
2026-01-12,Africa,Namibia,Iran,Asia,4,4
2026-01-12,Africa,Egypt,Iran,Asia,5,2
2026-01-12,Africa,Egypt,Israel,Asia,2,2
2026-01-12,Africa,Nigeria,United States,North America,1,1
2026-01-12,Africa,Nigeria,Nigeria,Africa,6,5
2026-01-12,Africa,Egypt,United States,North America,8,7
2026-01-12,Africa,Nigeria,Nigeria,Africa,8,6
2026-01-12,Africa,South Africa,Iran,Asia,5,3
2026-01-12,Africa,Nigeria,United States,North America,4,4
2026-01-12,Africa,Egypt,Iran,Asia,2,2
2026-01-12,Africa,Nigeria,United States,North America,1,1
2026-01-12,Africa,Nigeria,Iran,Asia,6,6
2026-01-12,Africa,Egypt,Egypt,Africa,20,17
2026-01-12,Africa,Egypt,United States,North America,156,141
2026-01-12,Africa,Uganda,Uganda,Africa,4,4
2026-01-12,Africa,Nigeria,Egypt,Africa,7,7
2026-01-12,Africa,Uganda,Uganda,Africa,6,6
2026-01-12,Africa,Kenya,Kenya,Africa,94,89
2026-01-12,Africa,Nigeria,Nigeria,Africa,9,7
2026-01-12,Africa,Egypt,Egypt,Africa,1,1
2026-01-12,Africa,Zimbabwe,South Africa,Africa,5,4
2026-01-12,Africa,Zimbabwe,United States,North America,3,3
2026-01-12,Africa,Egypt,Israel,Asia,4,4
2026-01-12,Africa,South Africa,South Africa,Africa,2,2
2026-01-12,Africa,South Africa,Israel,Asia,3,3
2026-01-12,Africa,Ghana,Iran,Asia,2,2
2026-01-12,Africa,Senegal,Iran,Asia,1,1
2026-01-12,Africa,South Africa,Uganda,Africa,14,10
2026-01-12,Africa,Nigeria,United States,North America,31,31
2026-01-12,Africa,Zimbabwe,United States,North America,7,7
2026-01-05,Africa,Nigeria,Ghana,Africa,7,7
2026-01-05,Africa,Egypt,Nigeria,Africa,5,5
2026-01-05,Africa,Nigeria,United States,North America,50,46
2026-01-05,Africa,Kenya,Venezuela,South America,12,12
2026-01-05,Africa,Nigeria,Nigeria,Africa,20,13
2026-01-05,Africa,Nigeria,Venezuela,South America,9,5
2026-01-05,Africa,Nigeria,Nigeria,Africa,749,663
2026-01-05,Africa,South Africa,South Africa,Africa,44,40
2026-01-05,Africa,Zimbabwe,United States,North America,7,7
2026-01-05,Africa,Somalia,Israel,Asia,0,0
2026-01-05,Africa,South Africa,South Africa,Africa,0,0
2026-01-05,Africa,Kenya,Venezuela,South America,21,17
2026-01-05,Africa,South Africa,United States,North America,13,7
2026-01-05,Africa,Senegal,United States,North America,4,2
2026-01-05,Africa,Egypt,Israel,Asia,6,6
2026-01-05,Africa,South Africa,Venezuela,South America,11,8
2026-01-05,Africa,Kenya,Venezuela,South America,20,20
2026-01-05,Africa,Ghana,United States,North America,0,0
2026-01-05,Africa,Egypt,United States,North America,91,91
2026-01-05,Africa,Kenya,United States,North America,24,22
2026-01-05,Africa,Nigeria,Iran,Asia,20,20
2026-01-05,Africa,Ghana,Venezuela,South America,11,11
2026-01-05,Africa,South Africa,United States,North America,3,3
2026-01-05,Africa,Egypt,Venezuela,South America,3,3
2026-01-05,Africa,South Africa,Nigeria,Africa,7,7
2026-01-05,Africa,Nigeria,Venezuela,South America,55,47
2026-01-05,Africa,Egypt,Iran,Asia,0,0
2026-01-05,Africa,Kenya,Venezuela,South America,8,8
2026-01-05,Africa,Egypt,Iran,Asia,16,16
2026-01-05,Africa,Egypt,United States,North America,4,4
2026-01-05,Africa,Kenya,Venezuela,South America,3,3
2026-01-05,Africa,Ghana,United States,North America,13,11
2026-01-05,Africa,Egypt,Egypt,Africa,82,70
2026-01-05,Africa,South Africa,Venezuela,South America,10,9
2026-01-05,Africa,Kenya,Venezuela,South America,8,6
2026-01-05,Africa,Morocco,United States,North America,6,6
2026-01-05,Africa,Kenya,Iran,Asia,6,5
2026-01-05,Africa,Nigeria,Niger,Africa,33,31
2026-01-05,Africa,South Africa,United States,North America,20,16
2026-01-05,Africa,Nigeria,Nigeria,Africa,15,15
2026-01-05,Africa,Kenya,Nigeria,Africa,10,10
2026-01-05,Africa,Kenya,United States,North America,7,7
2026-01-05,Africa,South Africa,Venezuela,South America,6,6
2026-01-05,Africa,Egypt,Israel,Asia,20,13
2026-01-05,Africa,Ghana,South Africa,Africa,0,0
2026-01-05,Africa,Nigeria,Ghana,Africa,7,5
2026-01-05,Africa,Benin,United States,North America,1,1
2026-01-05,Africa,South Africa,United States,North America,25,12
2026-01-05,Africa,Egypt,United States,North America,185,175
2026-01-05,Africa,Nigeria,Venezuela,South America,0,0
2026-01-05,Africa,South Africa,Venezuela,South America,52,33
2026-01-05,Africa,Morocco,United States,North America,4,4
2026-01-05,Africa,Egypt,Israel,Asia,5,5
2026-01-05,Africa,Nigeria,United States,North America,2,2
2026-01-05,Africa,South Africa,Venezuela,South America,8,6
2026-01-05,Africa,Nigeria,South Africa,Africa,3,3
2026-01-05,Africa,Ghana,Ghana,Africa,13,8
2026-01-05,Africa,Nigeria,United States,North America,9,7
2026-01-05,Africa,Egypt,Venezuela,South America,35,35
2026-01-05,Africa,Ghana,Venezuela,South America,20,14
2026-01-05,Africa,South Africa,Iran,Asia,0,0
2026-01-05,Africa,Nigeria,United States,North America,8,6
2026-01-05,Africa,Nigeria,United States,North America,17,15
2026-01-05,Africa,Ghana,Venezuela,South America,14,13
2026-01-05,Africa,South Africa,South Africa,Africa,13,12
2026-01-05,Africa,Egypt,Egypt,Africa,6,6
2026-01-05,Africa,South Africa,Israel,Asia,2,1
2026-01-05,Africa,Egypt,Iran,Asia,3,3
2026-01-05,Africa,South Africa,South Africa,Africa,32,28
2026-01-05,Africa,Algeria,Israel,Asia,6,6
2026-01-05,Africa,Nigeria,United States,North America,31,22
2026-01-05,Africa,Egypt,Nigeria,Africa,8,8
2026-01-05,Africa,Ghana,Venezuela,South America,16,16
2026-01-05,Africa,South Africa,Syria,Asia,7,6
2026-01-05,Africa,Nigeria,Ghana,Africa,6,6
2026-01-05,Africa,Ghana,United States,North America,21,14
2026-01-05,Africa,Somalia,United States,North America,5,5
2026-01-05,Africa,Nigeria,Nigeria,Africa,21,18
2026-01-05,Africa,Egypt,Iran,Asia,6,4
2026-01-05,Africa,Ghana,United States,North America,4,4
2026-01-05,Africa,Nigeria,Venezuela,South America,3,3
2026-01-05,Africa,Egypt,Venezuela,South America,13,11
2026-01-05,Africa,Nigeria,Nigeria,Africa,2,2
2026-01-05,Africa,Egypt,United States,North America,2,2
2026-01-05,Africa,Nigeria,Nigeria,Africa,13,7
2026-01-05,Africa,Egypt,Iran,Asia,1,1
2026-01-05,Africa,Nigeria,Niger,Africa,7,7
2026-01-05,Africa,Egypt,Syria,Asia,8,8
2026-01-05,Africa,Ghana,Nigeria,Africa,5,5
2026-01-05,Africa,Nigeria,United States,North America,2,2
2026-01-05,Africa,Nigeria,Israel,Asia,0,0
2026-01-05,Africa,Zimbabwe,Venezuela,South America,6,6
2026-01-05,Africa,South Africa,Israel,Asia,0,0
2026-01-05,Africa,Libya,United States,North America,5,5
2026-01-05,Africa,Egypt,Syria,Asia,53,37
2026-01-05,Africa,Morocco,Iran,Asia,1,1
2026-01-05,Africa,Kenya,Venezuela,South America,8,8
2026-01-05,Africa,Ghana,Ghana,Africa,144,110
2026-01-05,Africa,Nigeria,Iran,Asia,1,1
2026-01-05,Africa,Somalia,Iran,Asia,5,5
2026-01-05,Africa,Ghana,Ghana,Africa,173,108
2026-01-05,Africa,Egypt,Israel,Asia,46,28
2026-01-05,Africa,South Africa,South Africa,Africa,145,114
2026-01-05,Africa,Nigeria,Venezuela,South America,4,4
2026-01-05,Africa,Egypt,United States,North America,2,2
2026-01-05,Africa,South Africa,United States,North America,19,12
2026-01-05,Africa,Egypt,United States,North America,24,24
2026-01-05,Africa,South Africa,Venezuela,South America,6,2
2026-01-05,Africa,Somalia,Israel,Asia,0,0
2026-01-05,Africa,Egypt,Israel,Asia,8,8
2026-01-05,Africa,Tunisia,Iran,Asia,4,4
2026-01-05,Africa,Kenya,United States,North America,3,3
2026-01-05,Africa,Egypt,Syria,Asia,38,27
2026-01-05,Africa,South Africa,South Africa,Africa,14,12
2026-01-05,Africa,Ghana,United States,North America,27,16
2026-01-05,Africa,Nigeria,United States,North America,2,2
2026-01-05,Africa,Ghana,United States,North America,12,8
2026-01-05,Africa,Morocco,Iran,Asia,1,1
2026-01-05,Africa,Nigeria,Venezuela,South America,36,27
2026-01-05,Africa,Kenya,United States,North America,5,5
2026-01-05,Africa,Senegal,Venezuela,South America,0,0
2026-01-05,Africa,South Africa,South Africa,Africa,35,32
2026-01-05,Africa,Niger,Niger,Africa,3,3
2026-01-05,Africa,Egypt,Israel,Asia,6,6
2026-01-05,Africa,South Africa,South Africa,Africa,3,2
2026-01-05,Africa,Algeria,Israel,Asia,7,7
2026-01-05,Africa,Nigeria,Niger,Africa,9,9
2026-01-05,Africa,South Africa,South Africa,Africa,5,5
2026-01-05,Africa,South Africa,United States,North America,0,0
2026-01-05,Africa,South Africa,United States,North America,0,0
2026-01-05,Africa,South Africa,Venezuela,South America,18,16
2026-01-05,Africa,Nigeria,Ghana,Africa,6,5
2026-01-05,Africa,Nigeria,Israel,Asia,3,3
2026-01-05,Africa,Ghana,United States,North America,3,3
2026-01-05,Africa,Zimbabwe,United States,North America,5,5
2026-01-05,Africa,Nigeria,United States,North America,1,1
2026-01-05,Africa,South Africa,Nigeria,Africa,8,7
2026-01-05,Africa,Kenya,Nigeria,Africa,12,12
2026-01-05,Africa,Nigeria,United States,North America,1,1
2026-01-05,Africa,Ghana,United States,North America,78,41
2026-01-05,Africa,Nigeria,Nigeria,Africa,170,157
2026-01-05,Africa,Nigeria,Nigeria,Africa,9,8
2026-01-05,Africa,Nigeria,United States,North America,14,12
2026-01-05,Africa,Egypt,Israel,Asia,3,2
2026-01-05,Africa,Egypt,United States,North America,4,4
2026-01-05,Africa,Nigeria,Iran,Asia,6,4
2026-01-05,Africa,Nigeria,Nigeria,Africa,13,13
2026-01-05,Africa,South Africa,Venezuela,South America,0,0
2026-01-05,Africa,South Africa,Iran,Asia,14,13
2026-01-05,Africa,Nigeria,Nigeria,Africa,5,4
2026-01-05,Africa,Ghana,Nigeria,Africa,17,14
2026-01-05,Africa,Tunisia,United States,North America,4,4
2026-01-05,Africa,Egypt,United States,North America,0,0
2026-01-05,Africa,South Africa,United States,North America,2,2
2026-01-05,Africa,Nigeria,Niger,Africa,73,72
2026-01-05,Africa,South Africa,United States,North America,23,16
2026-01-05,Africa,Nigeria,Iran,Asia,16,14
2026-01-05,Africa,Ghana,Venezuela,South America,5,5
2026-01-05,Africa,Nigeria,South Africa,Africa,7,7
2026-01-05,Africa,Egypt,Israel,Asia,57,45
2026-01-05,Africa,South Africa,South Africa,Africa,6,6
2026-01-05,Africa,Kenya,Israel,Asia,2,2
2026-01-05,Africa,Nigeria,Venezuela,South America,4,2
2026-01-05,Africa,Libya,Iran,Asia,2,2
2026-01-05,Africa,Ghana,Nigeria,Africa,0,0
2026-01-05,Africa,Libya,United States,North America,8,6
2026-01-05,Africa,South Africa,Nigeria,Africa,20,20
2026-01-05,Africa,Ghana,Ghana,Africa,30,15
2026-01-05,Africa,Nigeria,United States,North America,6,6
2026-01-05,Africa,Ghana,Ghana,Africa,15,11
2026-01-05,Africa,Ghana,Ghana,Africa,7,5
2026-01-05,Africa,Nigeria,Iran,Asia,5,5
2026-01-05,Africa,South Africa,South Africa,Africa,142,116
2026-01-05,Africa,Libya,United States,North America,5,5
2026-01-05,Africa,Kenya,United States,North America,10,10
2026-01-05,Africa,South Africa,South Africa,Africa,78,64
2026-01-05,Africa,Egypt,Iran,Asia,30,28
2026-01-05,Africa,Nigeria,Nigeria,Africa,989,900
2026-01-05,Africa,Egypt,Venezuela,South America,9,7
2026-01-05,Africa,Egypt,United States,North America,79,76
2026-01-05,Africa,Nigeria,Israel,Asia,9,7
2026-01-05,Africa,South Africa,United States,North America,6,5
2026-01-05,Africa,Egypt,Israel,Asia,18,18
2026-01-05,Africa,South Africa,Venezuela,South America,6,6
2026-01-05,Africa,Zimbabwe,United States,North America,3,3
2026-01-05,Africa,Libya,Syria,Asia,14,9
2026-01-05,Africa,Kenya,Iran,Asia,5,5
2026-01-05,Africa,South Africa,Venezuela,South America,13,11
2026-01-05,Africa,South Africa,Venezuela,South America,8,8
2026-01-05,Africa,Egypt,Venezuela,South America,7,7
2026-01-05,Africa,Libya,Syria,Asia,14,10
2026-01-05,Africa,South Africa,United States,North America,1,1
2026-01-05,Africa,Nigeria,Nigeria,Africa,3,3
2026-01-05,Africa,Ghana,Ghana,Africa,2,2
2026-01-05,Africa,Nigeria,South Africa,Africa,5,5
2026-01-05,Africa,Egypt,Israel,Asia,27,21
2026-01-05,Africa,Egypt,United States,North America,1,1
2026-01-05,Africa,Kenya,United States,North America,2,2
2026-01-05,Africa,Somalia,Israel,Asia,0,0
2026-01-05,Africa,Nigeria,Venezuela,South America,9,6
2026-01-05,Africa,Kenya,Nigeria,Africa,7,7
2026-01-05,Africa,Nigeria,Nigeria,Africa,2,2
2026-01-05,Africa,Nigeria,United States,North America,5,5
2026-01-05,Africa,Ghana,Venezuela,South America,4,4
2026-01-05,Africa,Nigeria,Ghana,Africa,8,8
2026-01-05,Africa,Nigeria,Nigeria,Africa,7,7
2026-01-05,Africa,Somalia,United States,North America,1,1
2026-01-05,Africa,Egypt,Iran,Asia,0,0
2026-01-05,Africa,Morocco,Israel,Asia,6,5
2026-01-05,Africa,South Africa,South Africa,Africa,4,4
2026-01-05,Africa,Egypt,Syria,Asia,5,5
2026-01-05,Africa,South Africa,United States,North America,5,4
2026-01-05,Africa,Libya,Iran,Asia,4,4
2026-01-05,Africa,Zimbabwe,Venezuela,South America,4,4
2026-01-05,Africa,Nigeria,Venezuela,South America,5,5
